date,Last Friday Night T G I F ,Party Rock Anthem,Moves Like Jagger,Super Bass,Lighters,How To Love,Give Me Everything,Pumped Up Kicks,I Wanna Go,Good Life,Tonight Tonight,Rolling In The Deep,Headlines,The Edge Of Glory,If I Die Young,I'm On One,Remind Me,Best Thing I Never Had,Stereo Hearts,Dirt Road Anthem,Knee Deep,Motivation,You Make Me Feel   ,Just A Kiss,Cheers Drink To That,Barefoot Blue Jean Night,Country Girl Shake It For Me,Where Them Girls At,Just Can't Get Enough,Rain Over Me,She Ain't You,E T ,You And Tequila,The Lazy Song,Every Teardrop Is A Waterfall,Otis,On The Floor,Honey Bee,It Girl,Marvins Room,The Show Goes On,Am I The Only One,Out Of My Head,Who Gon Stop Me,God Gave Me You,I'm Into You,Take A Back Road,Till The World Ends,Sure Thing,My Last,Someone Like You,Take Over Control,Mr  Saxobeat,Made In America,Love You Like A Love Song,Marvin & Chardonnay,Don't Wanna Go Home,Keep Your Head Up,I Love You This Big,Long Hot Summer,Love Done Gone,Better With The Lights Off,Pretty Girls,Hello,Just Fishin',Titanium,Baggage Claim,What You Want,Quickie,In The Dark,Here For A Good Time,Never Gonna Leave This Bed,Smile,Country Must Be Country Wide,Ni**as in Paris,Easy,Man Down,We Don't Get Down Like Y'all,Drunk On You,The Adventures Of Rain Dance Maggie,California King Bed,Skyscraper,Gucci Gucci,Sparks Fly,"Save Me, San Francisco",Don't Stop The Party,Faster,On My Level,Nothing,Till I'm Gone,Unusual,Walk,Booty Wurk One Cheek At A Time,Fish,One More Drinkin' Song,You And I,Mrs  Right,No Sleep,Rumour Has It,Old Alabama,Crazy Girl,Look At Me Now,Don't You Wanna Stay,Homeboy,Best Love Song,Right There,If Heaven Wasn't So Far Away,Under And Over It,Lights,Ships In The Night,Set Fire To The Rain,John,Far Away,Oh My,Tomorrow,Mean,Who Says,Dirty Dancer,Novacane,I Smile,F**kin' Perfect,F**k You Forget You,Up All Night,Outlaw,Racks,Ballin',The Story Of Us,Hustle Hard,Blow,Firework,For The First Time,You Lie,What If,Watch Me,Country Song,Run The World Girls,Roll Up,S&M,Iridescent,Without You,Work Out,I Wouldn't Be A Man,Stitch By Stitch,Taboo,Donald Trump,Inventing Shadows,Man In The Mirror,I Won't Back Down,Written In The Stars,Little Bad Girl,Beautiful,Afraid To Sleep,Heartless,Shake Senora,Losing My Religion,Moving To Mars,Backseat,Major Minus,High,Fix You,Down On Me,Born This Way,Dog Days Are Over,Best Friend's Brother,Heart Like Mine,The Man Who Can't Be Moved,Next To You,So In Love,Price Tag,All Of The Lights,Just The Way You Are,Angel,Today Is Your Day,Jolene,I Need A Doctor,Black Horse And The Cherry Tree,The Cave,See No More,Monster,I Won't Let Go,Pause,Bleed Red,Somewhere Else,Judas,Bow Chicka Wow Wow,Bang Bang Bang,Not Over You,You,Did It On'em,Teenage Daughters,Grenade,International Love,Like My Mother Does,Colder Weather,1+1,Danza Kuduro,Cat Daddy,Sing,It Feels So Good,Light Up The World,Pretending,For Good,Rise Above 1,What The Hell,Marry The Night,"I Love New York / New York, New York",Live A Little,As Long As You're There,I Do,Rope,Hair,Moment 4 Life,A Little Bit Stronger,Pure Imagination,I Can't Love You Back,Back To Black,9 Piece,Boyfriend,My Man,Look It Up,Bring It Back,Jack Sparrow,Love Faces
2011-08-13,25,92,94,84,77,61,76,77,45,97,100,70,48,26,88,55,89,34,63,50,73,49,58,39,25,65,55,90,30,68,34,63,64,78,35,78,39,56,81,38,39,84,77,69,84,62,36,42,53,88,37,98,93,81,83,46,70,64,29,46,85,82,85,97,46,100,57,65,85,91,66,67,90,25,0,80,38,46,100,9,64,26,98,61,32,90,85,71,76,53,76,82,0,93,49,48,38,99,50,40,83,49,67,68,55,65,8,39,78,48,89,81,53,85,22,79,60,40,34,79,10,0,10,62,68,70,31,46,74,10,76,71,84,81,100,19,40,28,39,87,68,0,6,73,7,1,27,27,45,68,100,5,30,55,31,6,39,3,80,60,49,14,21,27,33,54,52,86,73,34,64,96,10,49,34,27,84,29,95,54,82,21,27,11,21,78,71,95,0,24,53,33,13,34,66,88,43,87,9,10,21,92,4,46,3,0,51,0,92,96,97,25,28,9,32,9,45,79,84,40,51,25,51
2011-08-14,100,79,81,84,84,63,70,77,45,85,81,62,53,23,89,54,85,30,67,56,68,53,52,45,15,65,60,77,26,66,30,62,86,72,35,54,40,47,88,33,34,73,72,59,87,58,71,36,59,84,39,90,65,100,82,51,53,79,26,100,100,76,79,98,34,88,35,71,83,89,33,69,89,49,0,92,37,15,71,6,64,27,96,48,32,74,95,73,78,58,93,83,0,100,49,52,44,100,23,26,68,49,90,72,49,71,17,26,82,39,85,83,52,85,24,89,69,42,51,76,20,0,11,74,65,68,22,35,74,9,77,67,92,88,88,15,46,32,51,90,66,27,5,77,7,2,24,18,34,67,99,10,28,55,28,6,35,5,83,60,56,13,20,25,37,54,52,71,64,35,51,97,13,53,31,18,81,25,97,65,73,36,49,11,14,75,90,100,0,24,48,45,8,37,71,80,51,85,25,17,18,98,13,47,2,0,51,0,100,100,92,25,35,13,38,9,37,80,94,42,51,34,49
2011-08-15,20,67,64,71,69,63,57,65,36,90,61,58,48,16,93,40,83,31,64,65,60,57,45,43,11,55,100,77,23,55,34,61,80,56,27,49,30,50,82,33,32,100,56,54,89,47,73,30,55,82,33,65,63,76,66,38,46,84,23,82,58,71,70,88,53,88,45,60,70,79,65,52,84,54,0,100,34,25,61,15,59,27,86,64,53,55,84,72,68,61,75,78,0,90,27,48,52,84,60,41,57,39,66,63,40,55,20,26,78,25,76,86,46,74,23,91,51,37,48,73,8,0,7,70,71,62,20,32,63,8,65,66,87,67,86,8,37,25,38,86,100,0,10,62,7,2,33,7,42,65,88,8,23,64,25,5,35,8,97,53,42,12,15,22,76,40,47,85,45,31,48,86,13,47,23,0,67,26,93,64,84,15,48,10,17,68,77,86,0,44,43,32,6,42,66,75,54,80,9,9,17,93,10,37,3,0,42,0,98,92,95,22,74,12,16,7,40,76,85,29,29,18,42
2011-08-16,0,59,69,63,65,62,57,62,37,88,57,49,57,17,73,41,84,29,64,44,70,63,55,32,17,58,65,77,19,52,29,69,47,53,23,48,30,35,85,29,27,49,73,43,81,44,39,26,51,69,34,60,59,77,71,40,46,86,23,49,55,57,74,82,33,95,45,59,56,71,66,51,80,45,0,97,31,20,70,14,58,30,83,43,25,61,78,71,64,47,80,72,0,82,38,74,42,66,32,20,57,37,31,55,31,51,26,22,70,37,80,81,44,74,23,92,51,34,41,57,0,0,9,56,66,63,16,32,65,8,71,58,89,65,67,12,39,24,37,83,97,10,6,59,7,1,16,4,36,50,86,7,18,43,26,5,34,4,95,51,46,10,16,21,26,27,47,76,51,36,45,85,19,41,25,14,61,27,91,42,87,18,59,9,15,63,74,83,50,9,43,29,9,32,63,72,41,86,18,5,19,94,10,33,4,0,36,0,97,83,92,18,38,6,25,6,48,76,70,20,26,20,36
2011-08-17,0,62,63,67,71,66,56,66,35,86,59,53,53,20,67,39,74,30,63,39,64,60,60,38,22,64,41,72,20,51,29,59,69,57,29,41,28,44,80,30,24,60,59,44,91,46,61,24,48,71,35,63,66,70,66,33,48,64,18,44,58,78,72,83,3,88,55,64,72,82,44,47,78,26,0,94,33,20,42,41,53,27,86,39,25,58,79,64,67,36,72,71,0,81,39,100,34,62,61,25,55,39,53,48,42,48,13,6,72,21,77,80,43,76,21,94,49,33,42,61,31,0,9,55,64,63,17,29,62,8,72,61,93,64,67,10,39,29,34,73,98,11,6,58,7,2,27,11,34,56,87,8,17,51,22,2,28,5,96,49,38,13,15,14,26,51,43,82,51,28,46,86,11,35,20,14,59,29,94,54,83,16,32,10,10,63,69,84,0,28,44,45,7,30,66,74,36,86,16,12,14,93,13,39,4,0,41,9,94,86,94,21,36,5,30,6,36,74,82,37,37,22,33
2011-08-18,0,65,74,66,61,63,52,73,35,77,63,54,53,21,73,39,68,28,56,42,58,61,47,34,20,43,39,75,17,51,38,75,66,54,23,38,30,38,80,27,27,49,60,48,92,47,75,22,46,78,33,88,50,61,70,11,37,82,22,58,26,55,75,86,24,87,53,59,74,73,59,54,86,71,0,88,33,8,48,61,54,24,83,42,25,67,73,57,67,35,73,71,0,80,26,88,36,70,50,27,65,39,32,66,42,56,6,31,74,48,73,81,44,74,24,91,52,34,31,63,0,76,8,77,63,51,18,26,63,8,64,61,88,68,66,14,42,24,32,80,85,10,8,66,8,1,29,32,37,42,86,7,22,51,16,2,34,1,95,57,37,11,18,18,20,54,44,82,46,26,47,81,23,40,26,29,81,31,89,28,83,26,32,10,16,62,70,88,0,33,42,34,6,33,64,61,53,84,25,14,17,91,7,33,3,0,37,0,93,85,90,15,29,6,20,5,26,72,75,31,37,19,38
2011-08-19,20,67,71,67,65,65,61,82,42,88,67,55,44,17,73,41,68,31,65,40,50,57,55,37,24,55,48,79,22,65,30,66,68,62,23,37,32,43,86,26,33,81,76,36,83,58,38,29,44,71,34,75,67,69,66,19,49,62,17,92,42,69,71,85,19,89,50,58,64,75,45,42,85,46,0,84,35,4,49,42,57,29,82,44,0,57,77,60,68,47,81,74,0,80,13,78,81,69,70,33,54,44,65,54,39,55,7,25,69,21,77,80,45,76,24,84,51,35,30,65,0,0,8,58,61,57,16,30,68,9,72,65,86,67,72,15,34,23,37,79,75,32,9,60,10,0,23,26,34,55,87,8,22,57,27,5,27,6,90,63,43,14,16,17,27,52,47,84,55,21,52,84,9,42,29,37,73,27,87,44,90,15,29,11,17,64,63,89,0,43,41,35,4,18,65,79,49,81,22,12,21,86,10,34,3,0,72,0,90,83,91,18,32,7,26,6,51,69,80,32,35,25,57
2011-08-20,0,83,87,82,81,73,88,84,47,92,78,68,45,21,84,41,84,33,82,47,74,48,60,40,24,74,61,86,23,73,35,65,85,71,29,41,41,44,84,30,38,55,74,52,100,60,52,39,53,82,38,99,73,88,83,54,51,96,23,79,47,72,100,97,15,87,61,60,87,84,46,56,88,32,0,82,36,15,73,38,65,35,87,43,0,83,84,56,77,72,73,82,0,92,48,79,100,60,44,29,72,45,74,54,38,56,8,35,73,25,80,79,53,99,22,82,63,40,44,77,38,0,6,66,61,46,24,38,73,10,72,69,88,79,79,16,35,29,36,84,69,13,11,73,10,3,20,18,33,70,97,0,26,50,26,9,36,5,84,56,48,14,17,21,40,63,55,88,64,30,60,92,9,58,34,9,76,23,93,50,59,28,30,12,21,71,69,98,0,23,43,44,6,32,70,87,71,89,34,19,14,96,4,46,3,0,41,11,91,86,94,29,37,3,37,6,38,78,86,30,32,28,43
2011-08-21,24,76,84,76,76,76,72,88,46,100,74,63,42,20,74,41,78,35,78,48,53,54,56,35,25,67,58,83,27,69,38,61,76,68,33,36,38,42,100,31,44,65,70,29,82,53,100,31,49,84,39,70,71,82,82,18,47,65,18,65,85,79,91,93,40,98,36,65,66,92,54,66,90,71,100,92,37,5,62,41,62,33,94,51,0,70,80,69,75,40,95,80,0,93,63,78,40,56,66,27,68,44,35,47,43,53,24,32,79,25,100,85,47,91,19,91,57,33,44,100,9,0,7,82,64,51,19,28,67,10,67,69,93,81,82,15,42,24,43,89,82,13,9,73,10,0,22,13,35,69,98,0,25,50,32,7,35,11,83,56,46,13,20,24,25,43,50,79,62,26,52,90,26,51,32,26,76,30,94,42,58,35,34,11,21,73,75,99,0,17,51,49,9,37,73,87,60,89,27,15,15,100,8,44,4,0,45,0,98,86,90,25,56,12,37,6,55,80,89,27,42,31,49
2011-08-22,0,61,72,59,78,64,60,73,36,84,60,50,45,18,66,31,72,26,74,40,45,72,45,31,26,60,48,67,12,58,28,62,60,58,25,30,27,39,80,26,39,36,87,27,85,44,51,27,40,80,36,73,62,67,66,25,41,52,19,74,83,56,76,82,41,93,60,60,62,76,80,39,87,44,0,97,31,16,50,37,50,25,82,41,0,44,77,69,68,33,74,75,0,81,63,63,46,61,46,24,56,34,59,47,47,58,19,22,69,17,84,83,42,70,24,89,47,30,28,75,30,75,7,65,61,50,19,29,61,8,75,58,86,66,71,8,38,23,31,84,86,21,8,52,9,1,30,14,31,58,86,4,18,53,22,4,26,9,100,52,44,10,16,28,34,80,44,57,44,23,44,88,10,57,25,28,62,29,93,50,82,14,21,9,15,63,76,83,0,28,42,28,8,22,67,74,40,83,20,9,18,91,13,31,4,0,47,0,94,82,90,22,42,4,34,5,39,68,84,36,30,22,57
2011-08-23,19,58,69,61,100,62,58,68,31,76,59,51,47,15,70,33,78,29,67,27,48,72,48,30,27,39,43,77,16,54,35,66,56,48,21,30,27,37,84,27,20,47,51,30,95,42,54,24,43,80,36,71,57,53,60,28,39,60,17,60,50,70,72,80,20,86,58,57,58,75,39,39,89,49,0,93,30,8,59,40,48,26,79,41,0,50,72,61,71,42,70,71,0,76,37,60,36,57,65,26,59,34,57,33,38,48,19,22,70,16,67,83,45,77,20,93,45,26,28,80,22,73,8,65,60,50,18,26,58,8,68,65,88,65,68,8,37,24,27,100,86,10,7,58,8,1,28,24,35,57,85,0,21,56,23,1,23,8,96,50,39,10,15,17,25,56,42,74,44,24,44,87,20,58,22,28,61,19,93,53,83,27,10,9,13,62,90,82,0,27,40,37,8,32,64,71,40,83,26,8,18,89,3,34,2,0,42,17,92,79,88,18,45,9,38,6,32,67,71,47,18,19,64
2011-08-24,0,56,71,59,93,77,52,75,34,84,57,52,40,15,64,32,68,26,65,32,45,64,55,28,25,47,66,65,20,54,28,58,66,49,25,29,27,33,81,28,27,35,51,31,79,41,49,26,50,71,35,69,52,73,66,35,33,68,20,37,55,57,61,78,20,92,45,58,57,75,42,46,84,43,0,88,28,4,51,28,48,24,81,35,0,44,74,42,72,38,78,68,0,75,49,58,37,53,55,18,50,36,47,45,38,46,25,16,67,23,70,78,44,71,21,89,46,26,25,69,22,0,6,61,57,42,19,28,78,7,59,59,86,63,76,12,37,21,27,88,88,10,6,60,8,0,23,34,32,54,81,7,23,24,17,6,25,6,96,43,43,11,22,17,19,96,37,81,44,20,49,87,16,41,25,27,58,28,86,45,79,27,33,9,24,62,62,83,0,22,37,38,5,12,63,68,41,82,21,8,17,89,9,34,3,0,32,0,89,82,85,23,39,7,14,7,36,67,70,17,29,19,44
2011-08-25,0,57,70,61,84,99,56,74,33,81,57,54,42,18,64,35,70,22,69,34,48,61,50,33,30,53,40,63,19,51,28,68,55,49,25,30,28,38,73,27,20,44,60,33,88,40,57,23,48,70,35,63,53,75,70,14,35,69,17,44,45,98,76,79,20,89,42,60,68,71,32,45,81,50,0,87,31,0,38,28,45,30,82,37,0,57,73,50,71,33,76,69,0,77,50,59,56,62,52,18,56,35,38,45,42,47,25,24,72,10,79,80,43,77,24,89,50,28,26,57,30,0,9,58,55,51,18,30,60,8,65,60,89,59,65,8,41,24,33,85,84,10,10,64,7,0,29,3,30,52,86,4,26,47,22,5,26,7,98,45,34,10,21,16,20,45,42,62,45,21,44,87,25,58,26,21,64,25,86,46,86,18,27,10,17,62,87,83,0,18,39,38,7,31,66,74,41,84,28,8,15,85,13,34,4,0,36,0,90,79,88,16,41,5,34,7,32,66,79,18,47,20,30
2011-08-26,20,64,76,68,81,90,70,82,33,79,64,54,41,19,66,34,67,25,70,41,41,55,53,33,100,51,54,81,17,56,22,62,66,57,20,32,32,35,74,27,23,56,64,20,80,44,40,25,41,77,36,66,55,53,66,29,37,55,17,100,35,70,66,86,12,91,51,58,56,82,30,52,83,46,0,84,32,0,65,36,55,31,81,37,0,56,65,57,78,37,73,72,0,78,0,60,45,59,47,23,53,36,57,59,38,45,0,21,69,17,77,80,41,78,26,90,47,33,23,74,15,0,20,60,55,52,19,29,64,8,67,69,90,67,62,10,40,27,44,85,74,21,9,60,9,1,27,25,34,57,88,4,24,49,18,4,25,6,98,48,39,12,20,11,26,51,48,83,51,25,44,88,11,45,23,14,63,30,91,41,95,27,35,9,13,63,61,86,0,9,44,39,6,23,66,75,40,83,15,11,18,85,7,34,4,0,48,9,89,68,85,15,31,7,20,8,23,66,71,30,39,23,37
2011-08-27,0,84,100,79,96,100,83,100,39,91,79,62,46,21,73,42,79,33,100,48,52,50,67,33,99,63,49,100,16,73,26,70,56,66,29,31,38,40,94,28,29,36,59,18,87,39,58,34,45,87,39,100,69,82,79,39,58,76,19,52,59,82,90,95,11,89,49,61,79,98,57,57,84,38,97,84,38,10,60,33,57,35,87,36,30,77,79,70,86,43,84,74,0,83,15,69,80,70,43,36,65,43,46,57,48,47,8,22,77,12,96,76,53,82,24,80,63,37,33,76,18,0,13,69,53,39,19,27,80,10,73,73,89,78,83,9,45,27,39,95,71,12,5,73,8,0,26,43,44,67,96,4,27,100,31,6,27,7,95,51,43,14,24,31,24,42,48,76,60,28,50,92,16,66,29,85,62,34,93,43,67,27,21,11,10,70,85,97,0,22,55,34,10,42,73,94,36,87,24,8,17,90,4,44,5,0,48,0,88,82,91,21,46,6,36,8,48,76,82,37,33,26,41
2011-08-28,47,75,92,79,94,97,69,98,39,80,74,63,41,17,81,37,65,34,84,36,46,56,65,42,84,74,46,93,19,67,28,75,62,61,31,29,36,37,92,31,32,74,64,25,81,41,47,30,49,81,43,92,69,55,84,17,49,78,19,39,38,71,78,95,7,96,47,65,72,88,57,37,84,54,0,90,38,5,47,33,58,34,89,43,0,72,89,41,94,42,81,77,0,88,61,66,57,61,68,29,62,45,50,47,36,53,0,24,78,12,96,83,52,96,30,100,53,33,37,79,27,0,13,67,58,63,24,28,71,9,71,80,90,79,72,17,36,25,30,95,80,12,7,69,7,5,27,26,41,73,94,4,32,70,35,4,45,1,88,56,48,15,18,29,48,79,49,77,58,25,55,93,20,52,30,9,75,32,92,46,72,19,54,10,17,70,100,97,0,17,51,56,8,36,77,89,39,88,11,13,22,96,12,44,4,0,57,0,93,71,88,35,41,4,36,7,41,77,100,33,37,29,39
2011-08-29,19,64,70,90,76,100,81,99,38,75,63,78,36,15,62,32,64,29,61,27,39,75,100,32,70,61,41,72,16,55,24,62,60,47,24,45,28,42,74,25,31,43,51,16,80,33,42,38,35,80,100,70,49,59,67,24,45,43,18,33,36,55,65,80,20,92,43,50,51,69,49,51,79,37,0,91,34,11,37,34,48,27,100,26,24,54,74,53,82,34,67,73,0,76,37,74,53,54,61,29,53,42,30,38,28,42,12,25,69,10,100,80,41,72,28,91,41,30,54,59,7,0,11,54,50,41,17,25,57,13,61,59,83,62,61,12,32,22,28,83,81,0,5,54,6,1,34,7,32,56,83,7,16,51,26,3,35,4,93,41,33,19,20,14,41,63,39,73,61,30,39,84,20,54,24,20,65,25,93,45,86,25,33,11,17,62,64,85,0,13,46,24,5,20,68,76,40,85,17,6,18,85,3,33,3,0,38,17,88,80,79,23,33,1,14,7,35,74,91,31,44,22,47
2011-08-30,38,60,71,83,73,94,68,84,34,75,56,66,40,13,59,30,66,26,67,30,45,74,73,34,67,66,51,77,15,52,32,66,52,53,24,38,29,35,79,24,29,56,60,15,84,40,50,35,41,68,82,59,48,65,75,28,34,73,18,18,48,75,69,84,12,92,47,56,55,80,36,29,85,50,0,92,33,4,27,43,45,28,91,27,0,44,74,48,82,39,77,71,0,79,12,72,36,58,94,42,56,42,27,26,30,40,38,18,71,13,90,83,40,79,25,96,46,29,69,70,15,0,10,57,54,47,15,23,59,11,70,56,88,61,59,15,35,23,26,86,84,0,5,58,6,1,32,24,37,54,87,4,20,47,26,3,33,8,98,47,34,14,23,20,25,53,41,70,52,28,39,85,22,41,24,28,72,21,90,47,82,24,31,9,18,61,89,87,49,9,44,40,7,22,67,77,38,84,24,14,19,91,0,29,5,0,60,9,90,72,86,25,20,9,14,5,31,72,69,28,26,29,31
2011-08-31,19,62,79,83,71,94,52,82,36,77,55,60,35,15,55,32,64,28,70,25,56,74,59,28,52,64,25,81,18,55,21,66,69,51,28,33,27,44,75,25,30,27,49,12,81,39,58,28,36,67,76,48,55,65,69,67,29,74,16,58,53,76,91,79,12,93,49,56,57,79,25,26,77,56,78,93,32,0,48,50,47,24,86,32,0,61,75,48,79,51,81,70,0,74,25,66,34,55,48,39,50,36,58,41,41,40,0,31,68,36,83,80,38,76,21,94,39,27,81,57,22,0,10,60,57,36,15,24,67,9,59,55,88,61,65,6,41,18,27,87,84,10,5,54,6,0,21,7,30,65,85,7,28,46,21,9,30,2,95,47,39,12,13,16,33,71,48,69,47,23,43,86,19,50,25,7,69,24,87,57,84,19,37,9,16,61,73,84,0,14,43,26,8,17,68,75,35,85,23,13,17,91,19,31,3,0,28,9,88,75,85,18,24,4,24,6,35,70,79,18,23,20,31
