date,Love The Way You Lie,Dynamite,California Gurls,I Like It,Teenage Dream,Cooler Than Me,DJ Got Us Fallin' In Love,Mine,Airplanes,Ridin' Solo,Magic,Billionaire,Find Your Love,Not Afraid,OMG,Just The Way You Are,Your Love,Club Can't Handle Me,Misery,Take It Off,"Hey, Soul Sister",Bottoms Up,Break Your Heart,The Only Exception,Bulletproof,Stuck Like Glue,There Goes My Baby,Alejandro,The Boys of Fall,Impossible,Teach Me How To Dougie,Smile,Need You Now,Pretty Boy Swag,Half Of My Heart,Your Love Is My Drug,All About Tonight,Free,Deuces,Got Your Back,Secrets,If I Had You,Unthinkable,Breakeven,Undo It,Love Like Crazy,"Lover, Lover",Pretty Good At Drinkin' Beer,Miss Me,If It's Love,If I Die Young,Ride,King Of Anything,Animal,La La La,Gettin' Over You,POWER,Circle The Drain,My First Kiss,Blowin Money Fast,I'm In,Our Kind Of Love,Letting Go Dutty Love,Rockstar 101,Little White Church,Round & Round,2012 It Ain't The End,Waka Waka This Time For Africa,Kissin U,Come Back Song,Break My Bank,Hello Good Morning,Love All Over Me,Farmer's Daughter,Champagne Life,143,As She's Walking Away,Glitter In The Air,Bittersweet,The Catalyst,Roll With It,Rock That Body,All Over Me,This Afternoon,Fancy,Somebody To Love,Lose My Mind,This Ain't Nothin',Bed Intruder Song,Water,September,Like A G6,The Man Who Can't Be Moved,Hold You Hold Yuh,Mockingbird,Rhythm of Love,Love Like Woe,Little Lion Man,Lay Me Down,Hot Tottie,Nothin' On You,Not Like The Movies,Rain Is A Good Thing,I Never Told You,The House That Built Me,Beautiful Monster,Pray For You,We'll Be A Dream,Crazy Town,Sex Room,All I Do Is Win,In My Head,Haven't Met You Yet,Get Ready Its a new day,Nightmare,She Won't Be Lonely Long,The Crow & The Butterfly,Cuando Me Enamoro,Over,Jar Of Hearts,Can't Be Tamed,Ordinary Girl,Aston Martin Music,Eenie Meenie,If We Ever Meet Again,Opposite Of Adults,No Love,The Man I Want To Be,Wavin' Flag,Rude Boy,Telephone,Whataya Want From Me,My Chick Bad,Gimmie That Girl,Shark In The Water,Neighbors Know My Name,Up On The Ridge,Never Say Never,Young Forever,I Gotta Feeling,Outta Your Mind,Wrong Baby Wrong,I Can Do Anything,TiK ToK,Won't Back Down,Cold Wind Blows,Stay,I Keep On Loving You,Talkin' 2 Myself,Up All Night,25 To Life,I'm Back,I Made It Cash Money Heroes,Bad Romance,9 AM In Dallas,Hey,Fireworks,Winner,Another Way To Die,Lil Freak,Double Vision,Solo,Finding My Way Back,Faithfully,Over The Rainbow,Any way you want it,Don't Stop Believin',Bionic,Not Myself Tonight,To Sir With Love,Bohemian Rhapsody,"Beamer, Benz, Or Bentley",Poker Face,I Gotta Get To You,Keep On Lovin' You,Everything To Me,Woohoo,Yeah Ya Know Takers,Imma Be,Hey Daddy Daddy's Home,Baby,You And Your Heart,Good Vibrations,Beautiful Day,Deja Vu,Hallelujah,Another One Bites The Dust,Falling Slowly,Unstoppable,Tell Me Something Good,Loser,It's a man's world,Dirty Picture,Roger That,Say Aah,All The Right Moves,Carry Out,Up To The Mountain,American Honey,Beth,Leave Right Now,Ain't Back Yet,Highway 20 Ride,The Boxer,Touchin On My,Dream On,Who Dat,I Dreamed A Dream,Jessie's Girl,Super High,Neutron Star Collision Love Is Forever,Say Something,Safety Dance,Steady Mobbin',Hell On The Heart,Blah Blah Blah,Pyramid,A Little More Country Than That,Today Was A Fairytale,Window Seat
2010-08-13,60,68,36,79,61,91,49,57,79,68,86,81,39,57,51,68,76,80,70,69,26,45,45,75,54,70,39,36,53,71,60,82,62,74,84,40,48,80,80,63,62,72,22,40,21,88,44,37,26,66,71,79,59,83,80,55,89,49,59,54,81,33,40,27,42,46,27,5,44,37,46,39,48,40,34,77,57,40,69,24,53,22,62,47,87,55,22,34,83,84,42,39,21,53,37,41,69,87,62,54,24,31,48,67,30,80,39,0,52,66,56,41,38,0,21,33,39,77,61,9,12,78,48,34,18,41,69,41,15,27,69,35,74,7,52,16,11,78,21,35,75,35,69,30,18,43,90,24,13,64,56,46,0,36,4,73,1,45,12,37,44,83,0,41,21,9,41,30,6,6,41,0,43,53,0,63,29,29,27,0,87,46,52,18,43,25,49,4,74,5,7,10,69,26,34,21,34,1,46,61,3,8,25,37,7,31,52,9,21,63,25,63,22,37,4,34,58,14,34,12
2010-08-14,64,71,48,90,65,85,56,57,83,73,96,99,38,72,54,75,81,80,96,68,44,52,51,84,55,79,35,40,42,74,79,90,79,86,96,40,66,91,86,68,55,74,25,54,31,86,36,45,27,52,90,84,88,85,81,77,87,41,72,82,83,32,24,27,52,46,0,9,72,58,64,55,46,63,45,96,35,40,84,29,40,38,54,30,92,71,33,41,73,83,41,56,71,33,44,79,57,96,83,69,32,32,54,56,36,89,51,29,51,72,48,55,61,0,28,8,0,83,62,11,12,85,62,47,25,55,75,50,22,31,56,42,34,34,67,20,21,90,28,46,47,30,79,41,11,35,89,39,10,49,66,71,0,45,5,78,1,30,14,28,54,92,67,25,26,21,60,40,8,7,43,0,48,52,47,46,27,35,27,0,91,70,35,27,44,27,60,9,67,7,7,0,48,38,25,25,38,1,55,54,2,20,6,27,13,35,41,13,31,61,26,40,19,39,5,35,59,0,24,9
2010-08-15,59,83,48,82,69,95,82,58,85,75,96,95,40,65,58,78,87,89,99,85,87,48,43,89,58,86,48,35,58,79,71,88,63,84,97,37,65,89,92,84,64,94,23,49,39,93,89,59,37,100,90,88,91,82,81,50,83,30,68,54,88,22,0,31,83,46,65,9,60,71,60,52,47,62,54,88,35,61,70,21,44,37,60,70,96,56,25,14,70,85,45,58,32,43,51,78,61,78,77,52,43,40,35,54,31,83,54,48,59,66,52,47,28,0,23,32,0,62,63,10,11,86,38,35,15,48,73,35,18,30,52,46,26,17,57,11,27,88,23,52,37,59,63,37,18,42,92,29,16,59,71,69,0,40,0,78,1,56,17,41,34,88,0,29,24,10,59,37,6,5,48,31,46,26,0,70,23,0,30,0,95,53,39,20,47,25,26,6,68,4,7,12,58,22,25,18,38,0,32,56,2,0,18,39,4,36,50,13,21,44,22,53,17,42,5,45,65,51,47,15
2010-08-16,51,65,32,68,61,72,73,53,71,56,88,77,27,54,51,68,77,64,81,68,48,46,40,59,45,84,43,32,57,68,62,82,53,63,89,35,22,76,83,55,56,71,23,42,35,56,0,34,28,35,87,80,78,91,78,53,91,35,52,46,86,31,19,26,44,58,50,8,36,44,71,40,33,53,39,79,0,48,66,21,64,26,46,54,89,46,23,10,44,87,52,35,10,50,46,33,66,66,55,56,29,22,36,47,35,68,34,15,30,52,46,41,25,45,20,25,0,62,65,10,10,77,71,32,19,33,60,38,12,24,70,32,24,0,44,27,31,70,20,32,23,23,40,28,17,38,92,23,25,51,62,61,10,35,4,65,1,46,13,25,65,78,38,27,19,4,38,26,5,3,41,0,36,30,0,50,20,0,22,0,86,58,27,18,42,24,48,5,52,3,7,9,61,15,16,19,37,0,48,62,1,8,19,42,7,29,46,10,12,57,13,56,13,34,16,29,59,20,41,12
2010-08-17,47,67,32,73,67,73,45,50,70,53,87,76,27,51,48,74,70,69,81,72,19,61,34,67,41,82,34,35,46,67,56,87,58,67,75,26,39,78,77,70,53,70,17,39,21,64,27,45,32,89,69,78,78,90,83,50,93,19,58,37,84,55,18,24,78,40,50,9,49,60,100,32,49,79,36,81,26,37,62,27,52,24,58,38,92,46,26,51,56,86,54,41,19,66,43,49,76,76,92,52,32,18,41,60,31,65,30,44,38,56,35,44,19,0,21,18,0,62,60,7,8,71,42,30,17,40,63,38,15,22,69,31,21,19,39,25,26,62,19,29,20,26,56,26,14,29,91,7,25,41,56,60,20,32,4,70,1,27,22,18,69,78,25,27,19,20,30,34,4,4,36,0,35,10,0,49,17,0,22,0,86,57,25,18,36,22,26,5,52,8,9,9,34,30,6,22,34,0,40,72,1,0,14,35,17,29,33,8,24,51,40,48,12,42,12,39,63,13,39,51
2010-08-18,46,63,35,70,65,69,52,51,72,52,85,74,29,53,44,72,75,63,89,69,14,100,42,77,48,75,33,36,39,66,55,100,64,61,69,34,62,76,86,78,53,77,15,41,34,71,55,11,39,48,74,80,75,79,85,61,92,21,49,25,77,38,0,33,50,41,25,8,52,45,90,43,40,65,40,74,81,44,56,25,50,16,56,42,89,42,16,21,50,84,54,43,49,42,38,39,57,72,84,64,32,24,54,74,37,72,34,30,55,62,33,39,41,0,20,19,0,66,66,11,9,79,48,32,16,24,67,49,12,23,71,21,17,0,36,20,21,70,19,28,44,26,77,28,18,22,88,38,30,56,64,57,10,33,0,75,1,22,23,28,53,80,52,25,22,24,31,27,6,4,40,0,37,30,48,59,25,0,30,0,87,46,30,14,35,21,28,6,42,3,8,47,52,36,6,21,31,1,26,76,4,8,38,33,10,32,65,5,12,80,20,48,16,24,16,31,66,26,23,100
2010-08-19,46,69,30,71,67,73,31,51,68,54,85,76,28,54,42,75,74,52,81,83,39,75,38,60,50,71,40,34,36,65,58,96,58,73,94,37,17,74,77,80,56,85,17,50,24,78,28,69,42,70,68,75,93,84,87,46,92,22,52,51,80,31,38,13,60,43,76,5,28,62,68,36,53,97,32,80,54,57,75,21,76,24,67,40,89,40,29,42,52,82,52,48,94,67,41,72,57,99,64,48,23,23,30,43,21,66,39,15,60,63,35,40,17,0,20,19,36,65,63,12,8,71,67,33,19,42,68,44,14,23,65,38,22,7,33,17,11,72,19,27,42,20,49,24,17,34,89,23,28,46,55,65,0,28,7,73,1,22,17,35,36,81,13,28,21,8,46,28,6,3,42,0,36,0,12,72,22,0,26,0,84,52,40,17,34,22,26,7,69,0,7,0,45,24,3,21,38,1,44,72,3,8,19,39,14,32,52,8,12,66,24,51,21,46,0,33,65,20,25,37
2010-08-20,47,64,33,74,62,81,83,53,69,64,85,70,33,54,47,85,77,83,70,80,50,80,33,70,54,78,43,32,39,69,66,88,58,73,69,33,100,76,92,70,58,75,20,40,20,65,58,12,100,56,83,83,68,81,82,36,90,25,43,53,73,33,30,25,62,48,0,10,69,54,61,40,28,56,23,78,56,56,64,24,52,21,41,53,88,46,14,33,75,80,54,43,41,17,46,69,55,73,76,33,31,19,12,41,23,68,33,31,41,56,47,37,32,0,20,26,0,72,60,11,8,73,36,34,18,40,64,29,15,24,68,29,24,7,39,25,5,70,19,33,27,41,59,23,13,31,88,47,18,62,47,37,0,28,7,71,1,21,21,35,51,84,13,20,22,21,56,37,6,9,45,0,34,21,25,47,25,28,20,72,87,43,28,20,37,23,32,10,41,6,7,0,54,33,24,24,30,0,47,68,5,0,30,34,7,35,47,12,8,56,11,40,21,45,4,28,62,28,33,28
2010-08-21,59,78,39,85,76,96,43,55,80,66,93,84,36,64,54,85,84,84,88,99,50,89,45,72,51,99,34,40,44,77,78,94,65,82,79,39,58,90,89,82,65,78,22,45,31,80,53,30,69,55,77,88,91,86,79,46,91,23,86,98,81,40,37,21,77,26,33,7,50,40,72,44,46,70,74,94,35,63,75,28,69,31,63,59,91,56,23,41,66,75,48,62,38,54,36,78,39,68,68,100,33,22,12,59,34,100,49,29,51,69,48,44,29,0,25,32,47,76,60,9,10,100,51,49,28,22,70,21,19,26,52,39,19,43,33,31,27,89,24,40,30,46,42,37,20,45,87,49,42,56,68,66,13,39,5,89,1,27,26,34,75,88,100,22,28,10,30,30,7,5,40,0,42,0,31,61,21,35,33,0,93,55,28,21,49,25,57,11,65,11,7,12,64,30,21,19,29,2,46,55,3,20,25,42,9,41,77,12,16,69,30,51,21,42,11,31,55,43,35,23
2010-08-22,54,76,36,81,79,88,61,57,79,67,93,76,29,62,54,92,79,90,88,100,42,85,50,91,51,88,53,35,50,77,73,85,66,75,96,39,28,89,79,72,66,92,24,49,43,52,17,0,62,80,79,90,88,84,81,46,86,20,71,63,87,52,24,14,62,45,0,10,38,51,97,43,46,87,34,82,34,53,75,26,67,22,62,42,100,55,21,0,67,79,58,71,49,42,49,55,62,100,70,73,32,21,22,56,26,78,49,19,63,63,36,43,62,0,25,31,45,58,61,8,9,89,30,41,15,34,78,21,14,28,47,43,18,8,46,30,33,85,22,34,32,12,41,38,18,37,94,38,13,52,58,53,0,37,9,81,1,29,26,23,100,88,32,28,27,5,38,42,7,3,47,0,41,38,0,71,26,0,23,86,93,69,48,13,100,24,48,11,68,9,7,12,66,22,16,27,36,1,47,64,4,0,24,44,17,39,51,13,5,58,8,52,15,34,15,35,59,17,40,18
2010-08-23,44,60,32,67,64,69,26,57,62,58,89,70,27,48,43,75,69,66,75,76,18,59,33,71,38,76,32,30,26,68,61,93,54,59,84,26,32,75,79,74,56,70,16,42,22,54,13,0,45,60,79,77,63,86,86,50,89,18,48,27,81,65,9,24,56,40,24,7,39,38,66,41,30,40,35,66,25,39,78,23,53,20,48,44,91,45,17,29,54,83,63,47,32,31,44,67,74,91,62,45,19,26,17,43,31,68,32,14,28,50,34,37,23,0,22,35,0,54,65,8,9,49,45,26,20,49,65,46,12,25,70,29,24,6,28,13,10,62,18,27,27,30,45,26,15,31,89,35,30,53,52,55,10,27,0,66,1,26,17,33,63,76,48,28,21,15,43,25,5,3,37,45,31,19,34,38,18,75,23,0,86,47,21,19,53,20,32,6,60,4,7,9,47,25,24,17,33,1,19,62,1,15,40,47,13,37,57,12,8,35,16,50,14,31,11,29,60,31,33,16
2010-08-24,44,64,32,64,77,62,41,62,68,46,94,65,26,48,41,80,70,62,79,80,23,63,34,64,44,63,32,30,47,69,58,88,55,56,81,33,43,76,76,61,53,79,20,37,26,55,26,22,44,43,59,75,66,88,90,43,94,17,52,44,85,46,45,20,38,66,73,3,26,52,62,32,28,31,40,71,26,43,60,28,62,21,42,65,87,43,20,60,62,80,61,47,47,48,42,100,54,93,73,59,27,28,28,38,37,73,27,43,59,48,37,42,16,0,21,18,35,59,65,6,8,53,58,28,20,40,65,37,12,24,70,23,19,25,28,24,35,64,16,26,40,40,50,26,16,40,88,22,31,60,50,69,10,31,3,69,1,53,22,25,69,79,12,24,20,12,29,26,5,3,36,0,31,19,12,36,25,26,25,0,82,57,22,18,45,18,33,8,52,8,9,18,28,21,15,23,27,2,36,71,2,0,18,32,16,32,67,7,12,41,26,60,12,38,12,32,63,13,32,12
2010-08-25,44,65,36,70,81,63,30,56,67,48,90,70,29,52,43,78,66,68,72,71,28,69,33,65,39,84,35,30,29,73,55,89,59,61,97,30,27,74,82,61,52,70,22,47,22,60,0,44,43,57,75,82,67,82,89,51,93,21,50,37,75,54,46,16,77,35,49,7,56,60,69,32,40,68,31,80,52,42,82,28,59,19,48,32,92,43,13,0,52,81,64,49,48,57,43,48,61,92,98,77,27,26,20,56,23,67,29,7,40,38,41,40,29,0,23,12,35,61,62,12,8,56,75,29,13,41,58,32,12,21,70,32,15,38,32,20,10,66,16,28,13,16,51,26,13,33,87,37,27,60,51,54,10,29,3,67,1,27,18,24,75,78,25,29,21,20,45,32,3,3,41,0,41,0,35,35,21,0,18,0,87,36,37,16,40,21,35,8,55,10,9,9,46,22,16,18,36,1,36,65,2,15,0,38,3,33,43,10,4,41,13,41,19,29,8,29,60,13,19,8
2010-08-26,43,64,37,68,84,70,30,60,69,53,88,70,25,48,46,78,69,68,82,72,28,59,35,53,43,76,37,31,41,67,67,87,65,62,76,28,60,75,76,55,51,70,16,28,17,60,40,44,42,62,86,79,67,82,92,48,93,10,59,37,76,40,36,13,38,40,49,7,37,53,48,37,41,89,29,91,0,46,74,69,74,25,53,61,81,45,21,61,73,78,64,56,81,0,46,43,73,89,70,88,19,24,14,39,16,73,34,29,42,56,35,36,21,0,22,12,0,74,61,9,8,56,67,28,17,39,63,5,14,22,70,24,14,6,31,13,5,69,14,31,13,25,59,27,14,26,83,15,10,44,46,57,20,32,7,69,1,20,17,24,84,78,50,25,21,24,52,30,3,4,46,0,33,39,0,33,24,0,19,0,83,69,28,19,43,23,45,8,45,8,8,18,48,24,16,18,39,0,32,65,2,8,42,32,13,30,49,10,16,49,23,53,22,38,4,28,67,32,23,11
2010-08-27,46,65,33,70,84,76,87,72,66,51,84,70,30,51,45,72,69,78,84,76,25,63,37,61,56,73,37,34,57,67,73,83,61,77,80,29,75,77,74,69,53,73,17,37,24,50,28,23,47,66,86,83,66,82,87,47,92,19,50,30,82,57,19,15,71,55,0,4,37,59,63,37,30,66,43,73,55,43,80,69,70,23,50,45,90,52,26,32,69,78,66,67,55,34,39,68,64,83,63,90,28,22,24,52,32,87,38,54,59,62,41,42,34,0,24,38,0,65,60,9,8,52,46,32,16,24,60,17,13,25,67,32,17,0,56,23,5,73,16,38,19,33,58,26,10,34,87,46,18,55,49,56,10,36,7,73,1,21,24,29,77,80,0,25,24,8,47,26,6,4,56,0,47,31,12,48,18,27,19,0,83,43,26,21,48,19,37,8,44,6,7,10,59,21,10,19,37,2,24,63,3,0,24,44,4,26,51,7,21,49,21,53,17,38,12,35,63,34,24,14
2010-08-28,53,100,39,87,97,83,98,100,80,77,93,97,42,56,53,93,83,86,100,100,95,100,45,80,59,97,39,37,46,72,100,87,67,77,76,42,35,91,93,49,64,91,22,51,26,75,68,42,44,60,100,91,95,86,83,52,87,14,57,57,79,30,70,12,55,44,63,7,14,76,96,38,42,47,49,71,100,48,98,80,42,29,55,63,89,60,15,39,100,70,62,83,55,52,41,68,63,89,66,73,32,29,26,50,35,100,37,19,71,63,57,46,17,0,31,15,45,77,60,11,12,69,39,38,21,33,64,20,16,33,52,43,23,0,50,23,26,86,21,44,29,40,60,36,20,47,86,28,19,58,49,58,0,46,0,87,1,21,24,37,84,91,48,29,27,45,85,35,6,8,56,0,59,25,0,57,19,100,29,0,90,56,25,21,47,26,40,7,61,9,7,23,71,22,24,24,37,1,27,57,2,10,18,43,17,38,53,14,25,75,29,50,18,46,10,40,63,16,37,16
2010-08-29,51,80,35,83,100,86,64,81,79,66,96,81,29,54,51,100,81,100,85,94,29,89,47,72,44,87,36,34,80,77,78,90,81,52,65,34,14,91,100,64,62,90,19,46,29,69,17,42,43,43,90,92,92,83,87,58,84,19,60,57,93,38,35,17,73,72,62,8,41,88,83,34,45,92,33,79,33,40,87,57,47,38,67,41,87,54,15,39,98,79,77,100,85,62,53,74,100,96,84,72,19,33,51,38,39,81,43,28,54,62,49,49,27,0,25,8,45,66,62,10,9,65,72,35,22,43,66,34,15,26,47,28,24,16,44,29,19,88,21,36,22,16,60,33,19,41,86,46,21,64,58,65,0,39,9,82,1,27,18,31,86,91,47,21,26,30,38,28,6,5,63,29,63,12,0,56,27,0,29,0,93,50,46,23,49,28,52,8,47,9,8,0,52,26,47,15,41,1,21,70,4,19,29,49,8,35,46,13,20,56,16,48,19,38,10,34,59,32,57,10
2010-08-30,39,63,30,63,85,66,71,64,68,48,84,66,27,47,42,82,67,61,74,85,36,81,35,53,43,70,33,30,41,60,60,79,51,57,81,28,37,72,70,39,52,72,16,42,27,61,90,11,32,52,79,76,55,87,86,45,91,16,41,27,74,45,26,13,46,19,24,5,31,48,81,34,39,70,28,70,50,51,67,47,50,20,45,57,83,42,18,10,85,81,86,77,46,31,44,57,60,80,81,67,28,24,25,43,12,82,23,21,54,52,38,36,21,0,23,23,0,49,62,11,8,65,42,26,15,27,55,36,11,19,64,27,19,0,37,16,5,68,17,29,12,27,26,25,17,30,87,21,19,49,44,56,0,28,7,63,1,25,16,19,50,78,12,25,19,19,0,23,6,2,43,0,39,0,23,40,19,25,21,0,81,49,32,16,42,22,36,6,30,5,8,0,45,22,24,20,29,0,29,62,3,7,22,35,13,32,45,9,15,53,22,45,11,40,27,25,64,12,23,11
2010-08-31,39,57,25,68,76,67,48,63,62,49,80,67,20,44,44,82,61,78,82,64,53,67,31,56,53,64,35,31,36,65,57,86,50,58,85,24,31,71,75,60,51,70,16,43,24,54,51,31,38,57,82,74,61,83,91,49,91,18,34,23,71,26,26,10,46,40,23,5,25,57,74,31,39,89,34,56,49,49,62,43,45,16,54,35,81,44,13,10,74,81,100,61,45,23,46,76,59,100,73,76,24,19,25,50,26,69,30,41,30,52,35,39,18,0,20,29,0,62,63,8,7,74,46,24,18,37,60,15,11,19,68,31,14,18,33,20,14,63,16,27,19,33,45,25,17,24,87,0,16,69,41,52,0,26,3,64,1,20,22,21,82,80,0,19,19,15,28,27,5,5,45,0,40,28,22,52,20,0,19,0,79,46,37,19,48,23,50,4,44,4,8,17,39,24,6,16,28,1,37,61,2,0,22,38,19,27,31,9,11,59,25,42,18,44,7,28,64,18,34,9
