date,Stay,Bad Habits,Good 4 U,Rumors,Kiss Me More,Levitating,Industry Baby,Butter,Deja Vu,Montero (Call Me By Your Name),Save Your Tears,Fancy Like,Take My Breath,Peaches,Leave The Door Open,Essence,You Right,Happier Than Ever,Heartbreak Anniversary,Need To Know,Blinding Lights,Glad You Exist,Leave Before You Love Me,Every Chance I Get,Forever After All,Late At Night,Thot Shit,Rapstar,Traitor,Waves,Skate,Without You,Pepas,Heat Waves,Wockesha,Astronaut In The Ocean,Things A Man Oughta Know,Arcade,Lil Bit,Famous Friends,Beautiful Mistakes,Beggin',Country Again,Chasing After You,Volvi,Drinkin' Beer  Talkin' God  Amen ,We Didn't Have Much,If I Didn't Love You,Whole Lotta Money,Cold Beer Calling My Name,2055,Single Saturday Night,Motley Crew,Todo de Ti,A-O-K,Yonaguni,Wild Side,Love Again,Ain't Shit,Drunk (And I Don't Wanna Go Home),You,Memory,You Should Probably Leave,Don't Go Yet,Paralyzed,Permission To Dance,I Was On A Boat That Day,Woman,Tombstone,My Boy,Gyalis,Memory I Don't Mess With,Come Through,You Time,Get Into It (Yuh),Buy Dirt,Cold As You,Mind Of Melvin,Papercuts,Baddest,Cold Heart (PNAU Remix),SUVs (Black On Black),Straightenin,Blame It On You,AM,Hats Off,Knowing You,Over The Top,Brainwashed,my life,Thinking 'Bout You,WUSYANAME,Favorite Crime,Outside,Ball If I Want To,Next Girl,I Like Dat,Steal My Love,Repeat It,5500 Degrees,Telepatia,My Ex's Best Friend,NDA,EPMD 2,Lose,I Hope Ur Miserable Until Ur Dead,Not Sober,Happier,Twerkulator,Fiel,Rare,Best Friend,Mood,One Too Many,Getting Older,Billie Bossa Nova,Oxytocin,I Didn't Change My Number,Way Less Sad,Lost Cause,Halley's Comet,My Future,Build A Bitch,From The Garden,Working,Wants And Needs,Settling Down,Gone,Red Light Green Light,Better Believe,Lick Back,Ski,Brutal,Minimum Wage,Holy Smokes,Still Chose You,Drivers License,Tell The Vision,pov,Bout A Million,Woo Baby,Mr  Jones,More Time,Manslaughter,Demeanor,transparentsoul,Am I The Only One,30,"Jealousy, Jealousy",Calling My Phone,Breaking Up Was Easy In The 90's,The Jackie,Follow You,Volando,4 Da Gang,De Museo,Wasting Time,All I Know So Far,Miss The Rage,Track Star,Renegade,Cry No More,Made For You,Having Our Way,What's Next,Enough For You,Juggernaut,Tell Em,Lemonhead,Lumberjack,Almost Maybes,Hot Wind Blows,Corso,I Don't Do Drugs,Sir Baudelaire,Sweet / I Thought You Wanted To Dance,Massa,RunItUp,Manifesto,Wilshire,Rise,What You Know Bout Love,Time Today,Up,Beat Box,Nobody,No Return,No More Parties,Quicksand,Gang Gang,Pick Up Your Feelings,Avalanche,We're Good,pride is the devil,Still Runnin,How It Feels,Black Hearted,Painting Pictures,Modern Day,Toxic,Solar Power,Malibu,Type Shit,Clueless,Voice Of The Heroes,Heart Of A Giant,Party Lyfe,Go Part 1,Epidemic,Boom,2040,"1 Step Forward, 3 Steps Back",Bloody Canvas,Who I Want,Back In Blood,Still Hood,Okay,Man Of My Word,Medical,Rich Off Pain,Lying,Snowflakes,That's Facts,Your Power,Please,Up The Side,Hope Ur OK,If You Want To,Seeing Green,The Good Ones,Hell Of A View,On Me,Killer,amari,Maybach,Goosebumps,Solid,Hello,The Business,95 south,Drankin N Smokin,Hold On,Wasted On You,Botella Tras Botella,Sun Goes Down,interlude,applying pressure,Streets,100 mil',let go my hand,24 Hours,punchin' the clock,the climb back
2021-07-29,85,43,27,80,52,56,39,31,54,36,31,39,8,75,45,67,84,21,30,79,56,49,78,43,33,48,12,38,51,77,18,83,45,52,36,42,44,64,60,45,35,64,59,73,4,45,52,20,19,41,80,28,25,29,29,5,26,61,33,49,82,90,19,43,88,7,39,66,43,86,51,0,74,83,31,36,51,0,4,70,0,13,24,59,94,34,96,30,15,80,52,3,42,76,78,36,38,6,67,18,49,0,25,0,88,0,28,37,14,59,77,24,85,54,15,11,28,15,38,8,11,84,13,62,100,21,42,65,60,37,28,83,56,78,34,23,73,16,49,8,37,49,79,49,76,20,17,59,34,49,7,44,78,32,42,77,12,12,14,44,63,27,91,14,82,25,39,34,7,36,47,7,88,3,5,37,76,4,39,48,69,22,38,79,46,49,71,28,55,72,59,19,64,1,15,73,9,43,32,87,26,72,18,26,5,4,0,19,24,68,81,29,0,70,40,17,83,33,87,30,89,24,45,29,94,58,4,86,5,40,10,81,31,6,66,57,94,73,78,9,15,80,36,26,14,6,9,83,48,2,51,3,3
2021-07-30,85,50,28,100,55,46,35,32,58,37,33,44,7,78,55,72,77,96,35,78,56,56,88,50,37,32,17,37,53,76,19,81,57,57,34,39,39,69,75,40,32,66,64,64,4,46,0,24,25,21,65,19,30,28,18,5,28,66,31,0,79,88,22,59,78,7,100,64,33,80,38,60,81,81,24,69,52,0,2,77,0,0,27,60,93,53,80,36,25,83,48,3,39,75,63,35,65,6,60,9,38,20,26,0,78,0,31,95,15,59,79,30,88,55,100,100,100,100,30,12,100,88,12,61,95,18,39,66,68,26,45,82,53,77,46,20,77,11,49,43,30,64,80,41,68,0,17,90,26,58,15,45,70,33,48,74,16,9,16,39,58,31,80,7,67,22,34,41,5,40,12,3,82,3,5,13,77,7,43,49,69,34,44,79,36,48,62,30,71,73,44,15,52,3,8,70,8,31,32,81,22,79,16,29,4,12,0,20,26,72,86,0,10,74,29,100,84,50,78,6,88,34,15,30,85,61,3,86,4,55,10,78,31,5,65,62,84,68,69,10,61,82,25,29,13,6,4,83,56,3,50,0,3
2021-07-31,92,52,28,36,58,50,34,35,63,50,35,54,6,92,47,79,82,100,38,77,60,61,76,57,63,44,16,29,54,79,19,82,57,50,48,43,91,76,99,39,36,70,74,100,4,25,29,22,24,98,65,46,33,35,19,6,22,81,32,54,81,83,28,46,71,6,91,70,41,86,54,65,69,78,35,56,74,0,2,90,0,15,40,49,92,48,74,31,32,88,54,6,38,82,50,38,49,8,48,9,44,43,26,0,78,0,28,100,15,52,86,30,92,54,59,67,68,57,19,13,51,81,11,57,68,20,33,70,63,17,71,91,57,68,36,6,54,9,57,18,34,66,73,41,64,0,18,62,84,40,17,45,70,34,35,74,22,15,15,46,64,42,78,10,75,23,76,42,7,54,26,3,89,5,4,14,75,8,37,33,67,43,63,100,49,48,52,18,84,78,72,16,50,3,43,68,3,24,28,83,23,89,20,26,4,13,0,11,24,75,75,0,0,74,29,19,89,6,58,27,92,28,0,27,76,72,6,79,4,37,38,87,37,5,68,65,86,72,58,11,33,78,37,29,18,8,3,93,52,2,60,0,7
2021-08-01,91,50,22,31,50,51,31,36,58,43,31,44,7,98,49,71,77,70,35,78,61,36,63,59,59,38,17,31,55,73,20,83,71,60,31,38,48,77,87,50,34,72,53,65,4,0,0,47,20,30,72,61,33,30,19,5,33,84,29,54,81,84,17,41,69,6,30,71,43,87,58,0,63,80,21,53,40,0,4,73,0,0,24,80,95,38,74,32,13,90,95,10,36,77,60,36,49,37,38,45,35,21,23,0,83,0,29,75,29,57,89,48,90,55,42,44,50,28,19,10,30,83,15,91,65,21,32,74,64,17,35,92,49,65,49,28,46,6,54,5,39,77,73,41,60,45,16,47,37,41,33,55,76,37,17,93,15,11,13,50,62,29,72,5,78,24,43,42,3,48,0,11,86,3,4,13,73,8,37,36,69,54,68,82,47,52,49,35,78,80,59,15,58,2,25,59,3,47,34,88,23,85,20,29,4,4,0,11,24,71,69,16,6,62,33,32,86,53,53,26,83,20,50,28,72,56,4,74,3,42,32,85,44,5,75,59,82,80,53,12,49,67,63,42,19,7,3,88,39,2,59,0,2
2021-08-02,88,42,24,40,54,45,28,31,53,30,27,31,8,73,33,66,77,49,27,84,49,38,72,43,51,38,16,43,51,72,17,79,56,47,33,33,49,63,65,38,37,54,65,59,5,22,0,16,14,27,81,27,22,27,34,5,23,60,23,0,81,86,28,25,61,6,47,62,35,87,70,29,62,82,30,30,34,6,1,54,0,0,14,44,92,39,69,29,22,77,43,4,40,75,44,36,23,14,76,35,42,0,26,0,92,9,22,58,10,52,79,23,87,53,33,31,35,36,34,9,39,91,11,67,76,21,29,69,67,29,32,84,50,72,35,3,78,10,50,17,18,69,67,46,62,0,18,49,50,34,15,47,72,33,16,71,14,7,17,59,61,26,81,11,67,22,45,34,2,40,23,7,87,3,2,0,79,0,36,50,66,33,42,77,34,43,67,43,74,70,16,14,72,2,23,71,9,41,35,74,22,78,9,22,2,0,5,26,24,69,95,29,3,68,31,34,83,27,91,12,92,25,15,29,86,61,4,82,5,51,5,76,37,5,60,58,91,77,78,9,29,82,36,27,14,9,2,84,46,3,53,0,4
2021-08-03,85,47,27,46,50,45,28,30,53,30,28,31,13,71,30,66,85,49,30,78,56,64,57,50,38,49,12,27,47,74,19,79,59,55,30,39,54,63,72,49,42,54,78,61,100,88,26,19,17,26,87,9,28,31,45,5,24,66,28,0,80,87,31,36,67,5,73,59,31,78,67,0,68,80,23,75,81,6,3,88,0,26,14,48,94,41,91,30,11,78,85,8,35,76,62,34,25,0,57,24,38,19,26,6,87,0,20,57,20,58,78,21,89,39,31,28,39,25,50,8,18,76,10,84,76,21,53,66,63,22,31,80,50,75,37,22,80,6,50,20,28,42,70,38,58,0,14,49,25,45,7,39,76,28,26,73,12,15,14,47,56,22,77,13,69,25,36,34,7,35,23,3,83,4,0,0,81,7,47,48,63,27,40,76,49,43,64,27,48,68,58,13,55,3,30,90,11,31,34,75,22,72,17,22,5,4,0,25,25,69,93,0,8,78,41,17,87,37,91,12,89,20,15,27,88,48,3,82,4,39,5,73,32,5,63,56,85,76,73,10,29,71,44,20,12,7,5,80,51,2,45,0,3
2021-08-04,86,41,26,35,48,48,28,30,56,27,31,34,11,71,27,65,76,45,32,85,54,44,70,61,26,38,15,43,49,70,39,81,56,53,26,34,44,66,59,47,24,54,47,62,55,23,0,24,16,41,71,32,26,26,40,5,25,75,29,0,81,87,28,25,73,5,63,61,39,79,70,0,76,84,43,37,60,0,1,64,0,27,17,39,94,48,92,32,19,78,76,9,41,74,37,30,47,20,46,9,40,39,28,11,85,0,21,55,17,58,79,21,90,50,29,28,50,26,26,8,24,88,9,77,75,21,42,66,67,26,28,77,64,78,38,3,76,15,52,25,15,50,70,42,54,0,14,48,59,45,0,39,78,28,37,74,17,12,15,56,57,30,79,12,78,23,35,21,6,36,0,5,83,4,2,0,83,7,43,47,65,38,40,76,38,41,68,26,69,72,32,14,55,1,39,87,8,40,30,76,23,72,4,23,4,8,0,26,29,71,91,43,5,70,43,23,88,43,91,18,94,33,45,25,87,76,7,76,3,32,29,86,32,4,59,61,90,72,75,7,15,76,36,22,14,8,6,77,49,4,49,3,2
2021-08-05,88,45,26,30,53,47,28,30,59,33,29,32,13,65,28,68,82,38,34,86,54,33,78,59,49,40,16,41,50,74,43,80,58,49,40,33,27,63,79,38,38,51,51,72,33,45,0,16,15,40,83,32,27,29,34,5,22,65,23,49,81,91,25,25,75,5,58,61,68,75,68,29,74,82,26,49,64,6,1,72,0,27,21,49,93,24,77,26,29,82,41,4,38,73,48,35,32,7,63,0,27,20,26,4,80,0,14,49,16,57,79,19,86,50,29,22,43,5,47,10,18,84,12,64,76,22,46,66,59,19,36,76,55,86,39,8,76,5,51,8,25,53,75,45,44,20,13,48,17,41,15,44,74,32,26,73,14,12,13,53,58,34,79,1,74,23,30,29,6,44,23,1,84,0,2,24,85,0,49,49,65,60,43,77,43,40,80,24,67,72,54,14,61,2,23,46,3,31,32,79,20,77,11,22,4,4,0,16,24,69,90,29,3,74,70,11,84,27,87,18,89,24,75,23,87,65,5,87,3,46,10,79,31,4,67,58,87,71,73,6,44,73,18,23,13,8,4,80,48,2,47,0,7
2021-08-06,86,43,25,29,49,45,26,30,59,28,29,43,100,74,34,71,82,37,31,87,65,45,87,68,26,44,12,32,47,74,16,80,62,47,46,37,79,66,67,34,38,54,73,67,26,23,27,16,18,62,90,28,30,29,100,5,21,73,25,50,80,89,19,17,96,5,40,65,40,83,58,30,84,82,38,61,54,12,2,73,0,55,17,60,92,33,78,30,27,85,48,5,32,75,38,34,36,28,95,18,42,0,24,100,78,100,19,50,17,56,77,20,84,41,27,20,34,5,44,8,15,77,11,50,74,22,39,67,54,19,20,77,51,71,21,3,66,11,53,17,32,59,83,49,34,42,16,45,9,43,8,45,69,26,16,72,21,14,11,33,62,35,80,9,88,23,35,34,9,42,12,4,88,3,3,13,81,7,47,43,64,22,50,76,48,45,56,22,63,75,39,12,53,2,40,70,5,26,32,79,22,78,9,25,1,12,10,20,24,75,76,15,5,72,83,29,87,56,80,12,87,25,0,28,85,62,5,85,3,49,25,76,32,4,69,62,82,69,69,10,0,74,37,24,14,8,6,83,46,4,52,0,3
2021-08-07,88,51,27,25,53,45,27,36,58,13,35,46,53,92,37,76,81,35,37,83,66,37,75,71,57,42,17,40,51,77,17,84,84,48,29,42,98,83,75,46,39,63,54,73,27,50,29,13,19,60,66,36,25,30,32,6,26,76,26,54,83,83,59,39,95,5,70,68,50,97,83,0,88,82,47,61,56,7,4,87,0,45,37,16,92,62,73,33,19,94,48,6,39,78,62,34,85,15,68,20,42,44,22,58,79,49,19,46,21,57,89,23,92,42,22,16,35,23,57,8,23,79,13,82,68,14,75,77,72,24,67,84,55,65,30,6,49,12,57,32,25,67,74,51,45,23,18,43,28,49,25,45,76,29,12,82,21,12,13,42,64,29,86,5,81,23,40,35,10,44,65,3,86,3,2,0,76,4,37,26,68,31,65,75,44,56,67,24,75,82,54,13,59,2,17,73,5,25,38,83,19,85,7,22,3,0,6,22,26,75,67,0,0,79,80,58,89,79,55,20,92,30,0,29,75,64,5,85,4,60,11,88,38,4,68,94,82,69,56,10,50,79,47,28,12,8,2,97,54,2,51,0,3
2021-08-08,100,47,25,24,54,52,24,39,60,37,33,52,40,94,35,74,82,35,37,91,59,12,69,55,23,38,16,32,50,74,18,86,100,50,27,44,56,78,69,53,44,52,46,43,22,51,29,9,21,38,65,31,31,36,39,5,27,78,26,0,85,86,32,33,72,5,66,71,42,100,53,33,61,85,42,63,60,0,6,67,0,60,24,55,94,55,84,30,33,100,31,6,36,83,59,39,36,29,44,20,43,0,22,31,84,40,21,51,20,50,95,24,92,61,22,19,36,17,19,8,15,79,10,82,69,17,57,74,62,30,41,94,56,64,23,13,48,11,52,24,19,71,68,43,44,23,17,42,47,44,8,51,81,35,12,80,15,12,11,42,59,43,85,3,94,20,41,30,7,42,0,0,80,3,2,0,66,0,34,32,67,31,58,76,70,51,56,31,80,100,61,13,48,2,9,66,7,33,37,89,21,82,13,31,5,5,0,18,25,73,91,16,6,70,57,19,96,37,54,7,83,29,0,27,73,58,4,84,4,40,28,87,39,5,77,78,79,75,51,13,0,74,31,32,14,9,8,88,46,2,51,0,3
2021-08-09,92,41,26,23,37,44,21,29,53,30,28,29,32,75,30,67,74,31,28,94,41,32,71,43,45,38,12,32,48,75,15,80,69,43,28,30,43,63,66,37,23,49,56,37,17,22,0,12,15,40,76,45,28,27,45,5,21,66,21,0,83,87,37,24,82,4,42,61,40,84,61,58,73,80,27,48,54,0,2,61,0,13,12,10,93,32,72,30,19,84,69,5,34,75,44,30,31,20,50,17,41,0,22,21,87,44,11,41,12,54,79,21,87,61,21,17,27,5,33,6,18,80,11,49,75,17,21,68,59,19,39,86,49,72,34,6,81,7,51,4,14,66,92,52,52,20,10,47,66,39,15,45,77,32,21,75,16,7,10,35,63,30,72,13,72,24,42,37,9,42,12,11,76,5,0,0,81,3,42,47,64,43,35,75,33,43,66,20,66,77,37,12,64,3,23,67,3,32,30,80,22,76,9,25,2,4,0,16,25,66,100,14,3,66,68,23,86,48,90,18,88,24,0,26,84,56,5,85,4,36,14,75,89,5,67,59,86,71,71,8,29,78,27,18,11,7,3,74,50,1,51,0,2
2021-08-10,92,44,21,24,42,47,24,31,60,34,28,33,33,69,26,70,78,40,28,100,42,17,62,52,34,35,14,20,48,71,14,85,74,39,34,33,73,65,65,37,22,48,56,53,16,23,0,16,16,35,94,28,21,26,35,4,21,70,18,50,83,91,38,25,89,4,44,60,41,82,66,0,84,84,53,50,47,0,3,67,0,55,20,15,96,47,83,30,28,83,77,7,38,78,15,30,65,26,82,33,30,0,26,19,84,18,18,48,14,54,80,21,89,59,31,25,31,5,31,9,17,84,11,53,78,17,13,68,46,29,33,83,50,76,25,9,76,5,55,4,29,41,77,49,63,0,13,50,34,39,23,44,79,30,11,76,18,10,15,36,61,19,81,9,63,24,37,44,9,39,36,3,77,0,3,0,85,4,46,51,66,28,33,76,53,39,58,20,77,73,33,12,64,1,0,71,6,26,39,86,21,73,9,21,3,4,0,23,28,70,84,0,3,78,50,12,91,22,93,12,95,24,46,26,90,63,2,88,4,46,20,75,61,5,76,59,89,71,79,9,30,77,34,22,11,6,9,76,55,2,49,6,4
2021-08-11,91,44,22,22,34,43,21,30,49,21,31,28,28,65,28,67,75,35,31,93,47,55,76,33,47,44,13,30,47,73,13,84,66,58,29,33,39,59,56,47,32,46,49,73,18,0,53,12,17,61,65,9,19,28,12,4,19,63,19,0,80,90,35,25,72,4,51,60,41,81,61,30,85,82,49,51,39,0,8,73,0,40,19,54,96,30,78,30,21,78,76,6,33,79,28,29,35,6,92,62,35,0,24,14,82,18,15,46,11,55,80,21,85,61,27,14,30,21,34,7,15,83,8,56,77,17,42,66,46,26,40,82,50,76,26,3,75,7,51,8,17,51,77,45,52,0,10,48,17,44,7,36,80,25,21,74,22,8,15,40,56,23,84,9,83,22,36,30,7,41,0,6,79,3,5,12,78,11,39,49,65,39,34,80,33,42,66,22,66,72,44,13,62,3,8,72,12,33,34,80,22,74,13,23,4,12,5,10,25,72,73,29,21,66,65,35,91,44,90,12,93,30,15,27,91,42,5,83,4,40,20,75,45,5,75,55,84,71,79,5,15,80,30,19,15,6,2,77,43,2,49,0,3
2021-08-12,88,43,23,21,47,36,24,29,54,24,30,38,26,71,32,67,81,30,22,88,59,11,73,57,60,39,10,44,46,74,14,83,70,62,27,31,89,60,46,39,34,45,43,74,14,0,26,8,15,21,76,19,27,29,29,4,21,64,20,0,83,85,19,17,84,5,56,61,43,76,42,0,86,84,47,55,42,6,100,77,15,54,10,50,96,30,80,26,21,82,41,5,32,79,23,30,48,21,71,99,32,0,24,12,80,0,14,41,21,62,78,21,85,51,20,10,26,10,43,8,15,91,12,68,77,19,17,65,61,27,24,80,50,77,27,9,72,6,52,8,13,56,74,53,35,0,13,48,51,45,30,39,78,27,11,71,13,14,12,36,63,12,76,10,86,21,33,48,7,35,12,7,78,4,2,0,89,4,43,46,66,39,35,75,38,42,72,26,56,71,27,13,59,4,8,66,2,40,36,79,22,75,11,22,4,8,5,26,30,70,88,0,5,79,100,12,90,33,88,12,88,30,15,28,88,54,4,86,3,45,15,76,40,5,65,55,88,75,74,8,30,82,46,26,11,9,4,81,52,0,51,0,4
2021-08-13,88,48,23,28,48,37,24,30,59,25,31,38,26,65,30,100,82,30,30,85,66,50,81,47,37,47,16,21,49,75,13,81,81,51,22,33,56,67,83,37,35,50,42,53,16,23,53,8,17,69,98,28,31,29,29,4,22,68,30,50,78,85,35,40,100,4,32,59,42,75,78,30,76,82,42,94,64,67,62,61,60,14,24,35,92,33,79,25,69,81,71,3,28,75,23,34,84,84,60,54,32,0,21,7,75,27,14,41,22,52,79,21,88,50,20,12,23,11,26,6,11,72,12,66,72,17,30,70,44,34,16,80,53,71,23,9,74,10,53,13,22,61,73,48,45,0,11,45,52,46,38,38,75,28,32,71,15,11,14,28,58,43,79,15,78,26,39,28,7,35,24,4,71,0,0,0,83,4,42,53,65,17,38,77,37,46,67,14,80,72,55,16,58,3,0,76,5,27,29,83,21,80,14,23,4,0,0,17,26,71,66,0,5,69,78,12,85,28,81,18,83,30,0,25,84,64,2,87,4,33,30,77,41,10,74,62,80,67,66,10,0,80,49,23,12,7,4,79,41,2,51,0,4
2021-08-14,93,52,25,24,50,47,25,33,59,17,36,50,25,89,33,95,79,29,30,90,63,43,89,40,43,37,14,29,47,77,15,84,87,43,58,32,61,78,80,46,28,54,45,54,18,76,0,9,17,38,69,36,33,31,19,4,24,82,29,0,81,84,35,21,93,5,52,65,50,86,96,33,74,79,51,50,75,66,49,46,98,15,32,38,90,40,73,26,100,87,79,3,27,80,35,35,57,42,85,100,39,0,21,12,76,40,25,40,9,55,91,23,90,54,24,15,24,12,52,5,12,78,11,63,66,19,33,79,54,25,27,92,55,66,20,6,48,10,56,23,20,74,71,33,41,23,18,43,28,37,17,58,75,32,47,82,16,11,13,29,64,25,74,13,65,28,37,42,11,43,0,3,79,9,2,0,80,8,41,36,67,37,61,79,54,49,58,27,70,78,36,15,65,3,0,100,5,44,42,81,23,89,5,42,4,9,11,14,24,78,52,16,6,91,65,26,89,42,55,0,82,21,0,24,76,60,5,78,4,53,11,87,48,8,86,78,80,65,60,8,0,69,37,20,16,7,5,87,48,2,50,6,0
2021-08-15,97,52,25,23,59,38,24,39,61,41,33,43,23,100,30,89,78,29,27,91,46,44,67,49,29,46,9,40,47,73,16,85,99,40,24,35,87,74,61,50,27,52,30,99,15,0,59,18,19,100,61,42,23,32,13,5,26,90,23,0,88,85,18,19,91,4,85,68,47,84,82,67,61,82,61,81,50,87,36,92,100,15,22,45,97,54,90,30,94,90,93,8,23,83,47,55,43,54,62,90,35,0,22,4,85,10,21,41,23,58,94,22,84,39,24,13,25,6,39,6,17,70,11,55,68,16,72,82,43,28,32,95,49,65,32,26,46,3,60,0,32,65,65,43,43,0,14,43,0,43,34,45,80,36,18,85,20,13,10,35,67,52,66,7,82,24,43,40,8,51,13,5,81,5,0,0,76,4,32,36,69,69,58,78,61,49,59,14,77,81,43,15,59,3,9,54,7,47,45,89,23,87,5,36,3,18,6,18,31,78,60,16,6,87,59,46,93,19,53,20,96,29,34,26,75,56,3,84,4,38,11,89,50,8,88,84,76,71,53,7,34,74,34,32,12,8,4,84,48,3,56,0,4
2021-08-16,90,44,22,25,35,35,21,28,54,24,28,36,23,63,27,75,77,26,27,86,59,49,73,48,31,36,12,34,43,71,13,80,77,42,52,30,38,65,53,41,27,44,30,76,13,0,26,12,13,20,79,23,24,24,51,4,21,70,18,0,80,88,16,18,77,3,47,61,42,76,68,0,66,80,44,80,50,100,29,76,58,27,17,44,96,34,77,26,100,81,38,6,26,76,26,60,19,34,72,24,29,39,25,4,82,18,17,37,17,48,81,20,87,53,17,12,21,10,30,8,9,81,9,65,73,19,38,70,58,21,52,82,47,73,20,8,80,1,55,0,24,48,73,30,43,20,11,45,75,40,15,45,80,34,10,69,19,11,11,26,58,56,70,7,74,22,41,24,11,31,12,7,77,4,0,0,82,0,46,46,64,38,37,76,40,40,61,22,66,69,27,13,60,2,8,57,8,31,40,79,22,68,4,25,2,8,0,19,25,67,85,29,3,81,50,23,86,32,91,12,83,35,0,25,87,56,4,82,4,63,10,72,37,6,71,60,83,71,76,8,15,73,36,19,14,7,4,80,43,3,45,0,5
2021-08-17,92,44,20,23,40,38,22,32,53,30,26,31,23,70,23,73,87,28,34,91,80,54,77,28,28,40,12,35,47,76,13,81,77,41,26,29,60,66,47,41,31,43,46,55,13,0,26,12,15,60,91,32,19,29,28,4,20,66,19,0,81,88,22,16,80,3,15,63,36,81,41,0,69,85,65,54,46,64,16,69,87,26,12,34,91,35,83,20,68,80,69,3,25,78,10,67,38,87,86,64,31,0,26,3,85,0,14,38,15,54,82,21,100,57,12,11,24,5,25,6,13,84,9,68,77,21,37,70,52,23,63,80,49,75,21,8,81,9,54,8,21,46,74,43,49,0,12,46,25,35,0,45,75,35,21,72,17,10,12,26,62,45,80,7,76,24,41,37,18,43,12,5,79,5,3,0,76,0,50,40,65,60,41,78,27,48,66,26,76,70,21,15,61,3,15,77,11,35,40,77,26,71,9,22,4,8,0,10,23,70,88,0,0,69,42,34,92,38,90,18,85,30,0,28,91,60,4,83,2,28,10,73,36,5,63,67,88,74,81,8,29,77,30,21,9,9,8,78,48,2,45,0,3
2021-08-18,89,41,25,22,40,38,23,30,54,9,29,28,22,71,27,74,83,26,26,86,64,66,72,61,26,41,12,22,46,70,14,84,71,35,29,25,49,66,48,37,28,42,51,48,15,0,26,8,20,20,89,41,23,25,75,4,23,66,18,0,84,91,31,25,82,4,35,67,38,81,55,29,78,85,72,69,57,65,18,62,59,40,12,39,93,33,99,27,86,82,49,2,27,76,14,75,89,82,85,53,31,0,95,3,86,27,15,39,14,57,83,20,100,55,16,10,23,15,30,6,13,79,9,67,75,21,29,69,54,25,40,83,49,77,30,9,74,6,51,8,20,62,74,40,44,20,14,47,50,35,0,47,81,35,11,70,15,10,11,33,59,42,86,7,68,24,44,34,10,36,35,1,82,1,2,12,89,0,46,47,66,11,51,79,47,42,63,28,70,71,32,15,59,3,15,77,5,33,36,79,28,71,11,25,4,0,0,23,28,72,86,0,10,77,36,35,98,60,89,18,85,30,0,25,91,65,3,90,4,45,10,73,35,6,69,59,88,75,88,8,0,78,18,12,11,8,6,76,54,3,50,0,3
2021-08-19,88,46,22,20,40,37,22,31,50,18,29,36,21,77,29,75,81,25,27,93,63,54,69,56,41,47,11,29,44,70,13,81,81,39,33,28,60,64,77,49,27,45,52,62,15,22,0,27,17,60,75,32,19,26,34,4,24,70,19,49,84,87,16,23,73,3,35,65,38,74,60,0,78,81,67,58,73,59,13,79,44,27,7,39,92,43,92,27,77,82,29,4,26,75,41,89,52,47,80,44,30,0,65,5,78,18,14,36,8,57,80,20,93,53,21,9,24,5,34,7,9,84,8,45,77,21,46,69,57,26,28,80,51,76,23,8,68,5,55,21,21,64,69,39,48,0,14,48,67,41,7,37,79,29,26,69,12,10,13,26,59,34,76,16,73,23,39,52,9,43,47,5,81,3,2,24,90,3,48,39,65,22,51,77,30,42,71,12,72,74,32,16,72,3,15,55,6,30,39,81,44,74,13,27,4,4,0,29,26,74,78,29,5,62,31,34,94,16,88,18,85,27,15,26,87,54,3,84,2,43,10,79,33,5,65,56,83,71,75,10,0,75,27,20,11,11,5,80,56,2,50,3,9
2021-08-20,88,51,20,20,41,42,23,29,54,18,25,33,19,76,24,72,82,28,29,98,65,44,90,61,41,38,15,32,49,73,13,86,80,35,36,29,66,68,63,39,31,45,45,86,13,22,0,16,22,74,82,18,20,24,34,3,27,74,23,49,85,85,25,16,79,4,47,62,38,77,55,88,70,82,76,62,67,71,30,100,58,40,19,24,92,53,96,31,80,84,29,1,29,74,31,95,41,50,56,17,31,0,44,2,73,9,21,39,11,61,80,20,94,45,17,10,25,5,30,6,2,73,9,58,75,23,46,70,59,18,60,78,49,69,39,11,69,5,50,12,27,67,78,33,53,0,15,46,33,39,0,45,75,38,11,73,17,12,17,27,62,26,81,10,66,23,35,40,4,35,12,1,84,6,3,24,87,0,41,42,63,38,50,77,34,43,70,14,76,74,43,16,68,1,15,80,6,35,32,88,79,77,4,31,4,16,5,10,28,78,76,29,10,74,39,57,92,43,83,30,85,26,0,26,87,64,3,87,3,48,10,78,34,4,70,74,81,74,67,7,15,75,36,23,9,8,5,79,50,4,51,0,3
